This file was created using the 202206 Bloomberg database.

Missing data are indicated by -99.99.



,WML
20110429    ,0.00
20110502   ,-0.57
20110503    ,0.00
20110504    ,0.00
20110505    ,0.00
20110506   ,-0.29
20110509    ,0.10
20110510    ,0.04
20110511   ,-0.12
20110512    ,0.20
20110513    ,0.07
20110516   ,-0.01
20110517   ,-0.04
20110518   ,-0.07
20110519    ,0.46
20110520   ,-0.11
20110523   ,-0.25
20110524    ,0.17
20110525   ,-0.47
20110526    ,0.49
20110527    ,0.40
20110530    ,0.34
20110531    ,0.22
20110601    ,0.38
20110602   ,-0.34
20110603    ,0.06
20110606    ,0.44
20110607    ,0.04
20110608    ,0.35
20110609    ,0.19
20110610   ,-0.05
20110613   ,-0.11
20110614   ,-0.70
20110615    ,0.23
20110616   ,-0.31
20110617   ,-0.26
20110620   ,-0.78
20110621    ,0.01
20110622    ,0.21
20110623    ,0.22
20110624   ,-0.54
20110627    ,0.14
20110628   ,-0.50
20110629   ,-0.15
20110630   ,-0.26
20110701    ,0.07
20110704   ,-0.49
20110705   ,-0.37
20110706    ,0.34
20110707    ,0.12
20110708   ,-0.14
20110711    ,0.06
20110712   ,-0.16
20110713    ,0.10
20110714    ,0.67
20110715    ,0.06
20110718    ,0.00
20110719    ,0.49
20110720   ,-0.14
20110721   ,-0.15
20110722   ,-0.19
20110725    ,0.29
20110726    ,0.13
20110727    ,0.44
20110728   ,-0.06
20110729    ,0.20
20110801    ,0.28
20110802   ,-0.21
20110803   ,-0.32
20110804   ,-0.09
20110805   ,-0.36
20110808   ,-0.96
20110809    ,0.23
20110810   ,-0.31
20110811    ,0.03
20110812   ,-0.37
20110815    ,0.40
20110816    ,0.40
20110817   ,-0.49
20110818   ,-0.89
20110819   ,-1.46
20110822   ,-1.52
20110823   ,-0.25
20110824   ,-0.17
20110825    ,1.43
20110826    ,0.40
20110829    ,0.15
20110830    ,0.50
20110831    ,0.07
20110901    ,0.27
20110902   ,-0.31
20110905   ,-0.10
20110906   ,-1.08
20110907    ,0.49
20110908   ,-0.11
20110909   ,-0.22
20110912    ,0.39
20110913   ,-0.50
20110914   ,-0.42
20110915   ,-0.39
20110916    ,0.21
20110919    ,0.00
20110920    ,0.88
20110921    ,0.01
20110922    ,0.46
20110923    ,0.00
20110926    ,0.07
20110927   ,-0.72
20110928   ,-0.10
20110929    ,0.39
20110930   ,-0.03
20111003    ,1.20
20111004    ,0.71
20111005    ,0.53
20111006   ,-0.50
20111007   ,-0.50
20111010    ,0.00
20111011   ,-1.12
20111012   ,-0.38
20111013   ,-1.65
20111014    ,0.52
20111017   ,-0.63
20111018    ,0.12
20111019   ,-0.06
20111020    ,0.34
20111021   ,-0.25
20111024   ,-0.60
20111025    ,0.09
20111026   ,-0.52
20111027   ,-1.26
20111028   ,-0.37
20111031    ,0.67
20111101    ,1.03
20111102    ,0.92
20111103    ,0.00
20111104   ,-0.24
20111107    ,0.42
20111108    ,1.20
20111109   ,-0.49
20111110    ,0.90
20111111    ,0.20
20111114   ,-0.58
20111115   ,-0.01
20111116    ,0.43
20111117   ,-0.68
20111118    ,0.34
20111121    ,0.92
20111122   ,-0.48
20111123    ,0.00
20111124    ,0.22
20111125   ,-0.80
20111128   ,-1.09
20111129   ,-0.96
20111130    ,0.45
20111201   ,-1.80
20111202    ,0.19
20111205   ,-0.33
20111206    ,0.94
20111207   ,-1.13
20111208    ,0.45
20111209    ,0.53
20111212   ,-0.66
20111213    ,0.39
20111214    ,0.17
20111215    ,1.19
20111216    ,0.58
20111219    ,0.89
20111220    ,0.35
20111221   ,-0.53
20111222    ,0.29
20111223    ,0.00
20111226   ,-0.17
20111227    ,0.29
20111228    ,0.37
20111229    ,0.14
20111230   ,-0.41
20120102    ,0.00
20120103    ,0.00
20120104   ,-0.78
20120105    ,0.49
20120106    ,0.52
20120109    ,0.00
20120110    ,0.33
20120111   ,-0.18
20120112   ,-0.17
20120113   ,-0.57
20120116    ,0.87
20120117    ,0.00
20120118   ,-1.28
20120119   ,-2.09
20120120   ,-2.22
20120123   ,-0.62
20120124    ,0.28
20120125   ,-1.28
20120126    ,0.57
20120127    ,0.97
20120130    ,0.73
20120131   ,-0.03
20120201   ,-0.21
20120202   ,-0.60
20120203    ,0.06
20120206   ,-0.77
20120207   ,-0.28
20120208   ,-1.56
20120209   ,-0.50
20120210    ,0.43
20120213   ,-0.05
20120214   ,-0.07
20120215   ,-1.97
20120216   ,-0.36
20120217   ,-0.84
20120220   ,-1.35
20120221    ,0.59
20120222   ,-0.59
20120223   ,-0.66
20120224   ,-0.64
20120227   ,-0.37
20120228    ,0.50
20120229    ,0.21
20120301    ,0.79
20120302    ,0.04
20120305    ,0.90
20120306    ,0.90
20120307    ,0.48
20120308   ,-0.18
20120309   ,-0.73
20120312    ,0.31
20120313    ,0.01
20120314   ,-0.77
20120315   ,-0.09
20120316   ,-0.73
20120319    ,0.40
20120320    ,0.00
20120321    ,0.55
20120322    ,0.40
20120323    ,0.49
20120326    ,0.04
20120327   ,-0.02
20120328    ,0.12
20120329    ,0.44
20120330    ,0.60
20120402    ,0.21
20120403    ,0.19
20120404    ,0.45
20120405   ,-0.06
20120406    ,0.29
20120409    ,0.62
20120410    ,0.28
20120411    ,0.57
20120412   ,-0.33
20120413    ,0.99
20120416   ,-0.04
20120417    ,0.25
20120418   ,-0.21
20120419   ,-0.30
20120420    ,0.60
20120423   ,-0.29
20120424    ,0.14
20120425    ,0.60
20120426   ,-0.15
20120427   ,-0.17
20120430    ,0.00
20120501    ,0.55
20120502    ,0.15
20120503    ,0.00
20120504    ,0.00
20120507    ,0.83
20120508    ,0.04
20120509   ,-0.22
20120510   ,-0.01
20120511    ,0.21
20120514   ,-0.29
20120515    ,0.12
20120516    ,0.31
20120517   ,-0.82
20120518    ,0.76
20120521    ,0.39
20120522   ,-0.22
20120523    ,0.56
20120524    ,0.17
20120525    ,1.01
20120528    ,0.12
20120529   ,-0.48
20120530    ,0.39
20120531    ,0.54
20120601    ,0.79
20120604    ,0.55
20120605   ,-1.77
20120606   ,-0.67
20120607   ,-0.39
20120608    ,0.78
20120611   ,-1.33
20120612    ,0.32
20120613   ,-0.15
20120614   ,-0.09
20120615   ,-0.38
20120618   ,-1.29
20120619    ,0.41
20120620   ,-0.25
20120621   ,-0.59
20120622   ,-0.44
20120625    ,0.25
20120626    ,1.42
20120627    ,0.59
20120628   ,-0.16
20120629   ,-0.49
20120702   ,-0.11
20120703    ,0.26
20120704    ,0.14
20120705   ,-0.17
20120706    ,0.24
20120709    ,1.35
20120710    ,0.49
20120711    ,0.87
20120712    ,0.97
20120713    ,0.37
20120716    ,0.00
20120717    ,1.46
20120718    ,0.46
20120719   ,-0.62
20120720    ,0.66
20120723    ,1.12
20120724    ,0.32
20120725    ,1.51
20120726   ,-0.74
20120727   ,-0.81
20120730    ,0.40
20120731   ,-0.92
20120801    ,1.21
20120802   ,-0.17
20120803    ,0.88
20120806    ,0.28
20120807   ,-0.60
20120808   ,-0.59
20120809   ,-0.23
20120810   ,-0.33
20120813    ,0.13
20120814    ,0.37
20120815    ,0.34
20120816   ,-0.89
20120817   ,-1.27
20120820   ,-0.21
20120821    ,0.71
20120822    ,0.40
20120823    ,0.15
20120824    ,0.25
20120827    ,0.35
20120828    ,0.80
20120829   ,-0.16
20120830    ,0.94
20120831    ,0.76
20120903    ,0.67
20120904   ,-0.59
20120905    ,1.04
20120906    ,0.69
20120907   ,-1.16
20120910   ,-0.27
20120911    ,0.15
20120912   ,-0.09
20120913   ,-0.74
20120914   ,-0.96
20120917    ,0.00
20120918   ,-0.96
20120919   ,-0.27
20120920    ,0.73
20120921    ,0.03
20120924    ,0.55
20120925   ,-0.11
20120926    ,0.82
20120927    ,0.40
20120928    ,0.30
20121001   ,-0.42
20121002    ,0.00
20121003    ,0.68
20121004    ,0.22
20121005   ,-0.42
20121008    ,0.00
20121009    ,1.27
20121010    ,0.41
20121011   ,-0.24
20121012   ,-0.73
20121015   ,-0.95
20121016   ,-0.61
20121017    ,0.10
20121018   ,-0.60
20121019   ,-0.60
20121022    ,0.18
20121023    ,0.64
20121024    ,0.76
20121025   ,-0.13
20121026    ,0.82
20121029    ,0.48
20121030   ,-0.37
20121031   ,-0.82
20121101    ,0.35
20121102    ,0.14
20121105    ,0.81
20121106    ,0.45
20121107   ,-0.57
20121108   ,-0.01
20121109    ,0.55
20121112    ,0.26
20121113   ,-0.71
20121114    ,0.13
20121115   ,-1.03
20121116   ,-1.10
20121119   ,-0.23
20121120    ,0.32
20121121   ,-0.37
20121122   ,-1.20
20121123    ,0.00
20121126   ,-0.94
20121127    ,0.66
20121128    ,1.49
20121129   ,-0.55
20121130    ,0.05
20121203   ,-0.27
20121204    ,0.46
20121205   ,-0.01
20121206   ,-0.51
20121207   ,-0.56
20121210    ,0.16
20121211    ,0.01
20121212   ,-0.50
20121213   ,-0.79
20121214   ,-0.37
20121217   ,-0.13
20121218    ,0.55
20121219   ,-0.66
20121220   ,-0.02
20121221    ,0.11
20121224    ,0.00
20121225    ,0.74
20121226    ,0.11
20121227   ,-0.60
20121228    ,0.13
20121231    ,0.00
20130101    ,0.00
20130102    ,0.00
20130103    ,0.00
20130104    ,0.37
20130107    ,0.11
20130108    ,0.56
20130109    ,0.69
20130110   ,-0.60
20130111   ,-0.37
20130114    ,0.00
20130115    ,0.10
20130116    ,0.10
20130117    ,0.48
20130118   ,-0.19
20130121   ,-0.33
20130122    ,0.37
20130123    ,0.04
20130124    ,0.90
20130125    ,0.01
20130128    ,0.57
20130129   ,-0.57
20130130    ,0.95
20130131    ,0.15
20130201    ,0.65
20130204   ,-0.42
20130205   ,-0.15
20130206    ,0.32
20130207   ,-0.56
20130208    ,0.33
20130211    ,0.00
20130212    ,0.42
20130213    ,0.27
20130214    ,0.07
20130215   ,-0.63
20130218    ,0.41
20130219    ,0.27
20130220    ,0.10
20130221   ,-0.04
20130222    ,0.50
20130225    ,0.49
20130226    ,0.43
20130227    ,0.09
20130228    ,0.29
20130301    ,1.27
20130304    ,1.40
20130305   ,-0.21
20130306    ,0.66
20130307    ,0.20
20130308    ,0.61
20130311   ,-0.21
20130312   ,-0.66
20130313    ,1.13
20130314    ,1.08
20130315   ,-0.93
20130318   ,-0.04
20130319   ,-0.27
20130320    ,0.00
20130321    ,0.27
20130322   ,-0.49
20130325    ,0.40
20130326    ,0.04
20130327    ,0.95
20130328    ,0.38
20130329   ,-0.08
20130401   ,-2.15
20130402    ,2.00
20130403    ,1.45
20130404    ,1.24
20130405    ,1.75
20130408    ,1.43
20130409   ,-1.09
20130410   ,-0.55
20130411   ,-0.16
20130412   ,-0.35
20130415   ,-0.14
20130416    ,0.48
20130417    ,1.14
20130418    ,0.34
20130419    ,0.16
20130422    ,0.64
20130423   ,-0.15
20130424   ,-0.29
20130425    ,0.05
20130426   ,-0.48
20130429    ,0.00
20130430    ,1.33
20130501    ,0.25
20130502    ,0.59
20130503    ,0.00
20130506    ,0.00
20130507    ,0.88
20130508   ,-0.82
20130509   ,-1.14
20130510    ,0.41
20130513    ,0.96
20130514   ,-0.97
20130515   ,-2.20
20130516   ,-0.50
20130517    ,1.54
20130520   ,-0.55
20130521   ,-2.82
20130522   ,-0.71
20130523   ,-1.87
20130524    ,0.05
20130527    ,0.29
20130528    ,0.56
20130529    ,1.28
20130530   ,-1.43
20130531    ,0.52
20130603   ,-0.76
20130604    ,1.03
20130605   ,-0.11
20130606   ,-2.85
20130607   ,-0.85
20130610    ,3.00
20130611    ,0.71
20130612    ,0.26
20130613   ,-1.72
20130614    ,0.12
20130617    ,0.01
20130618    ,0.89
20130619   ,-0.78
20130620    ,0.18
20130621   ,-0.54
20130624   ,-0.03
20130625   ,-1.17
20130626   ,-2.08
20130627    ,1.72
20130628    ,1.07
20130701    ,2.12
20130702    ,1.09
20130703    ,0.79
20130704    ,0.64
20130705    ,0.59
20130708   ,-0.12
20130709    ,0.19
20130710   ,-0.33
20130711    ,0.44
20130712   ,-0.46
20130715    ,0.00
20130716    ,0.57
20130717   ,-0.57
20130718   ,-0.52
20130719    ,0.00
20130722    ,0.29
20130723   ,-0.52
20130724    ,0.29
20130725   ,-0.19
20130726   ,-0.67
20130729   ,-1.89
20130730    ,1.28
20130731   ,-1.20
20130801    ,0.24
20130802    ,1.14
20130805    ,0.48
20130806   ,-0.32
20130807   ,-0.79
20130808   ,-0.84
20130809   ,-0.22
20130812   ,-2.32
20130813    ,0.83
20130814    ,0.66
20130815   ,-0.58
20130816    ,0.16
20130819    ,0.44
20130820   ,-0.64
20130821   ,-0.38
20130822   ,-0.66
20130823    ,0.69
20130826    ,0.41
20130827   ,-0.38
20130828   ,-1.36
20130829    ,0.17
20130830    ,0.64
20130902    ,0.60
20130903    ,0.79
20130904    ,1.02
20130905   ,-0.07
20130906   ,-1.01
20130909    ,1.17
20130910    ,0.21
20130911    ,0.89
20130912   ,-0.13
20130913    ,0.54
20130916    ,0.00
20130917    ,0.34
20130918    ,0.72
20130919    ,0.72
20130920   ,-0.22
20130923    ,0.00
20130924    ,0.25
20130925   ,-1.06
20130926    ,0.96
20130927    ,0.35
20130930   ,-0.49
20131001   ,-0.10
20131002   ,-0.37
20131003    ,0.44
20131004   ,-0.62
20131007   ,-0.80
20131008    ,0.74
20131009    ,0.95
20131010   ,-0.45
20131011    ,0.40
20131014    ,0.00
20131015    ,0.32
20131016   ,-0.29
20131017    ,0.10
20131018    ,0.36
20131021   ,-0.01
20131022    ,0.18
20131023   ,-0.50
20131024    ,0.40
20131025   ,-0.24
20131028    ,0.09
20131029   ,-0.42
20131030   ,-0.48
20131031   ,-1.07
20131101   ,-0.01
20131104    ,0.00
20131105    ,0.99
20131106   ,-0.29
20131107   ,-0.38
20131108   ,-0.25
20131111   ,-0.87
20131112    ,0.91
20131113   ,-0.02
20131114    ,0.48
20131115    ,0.81
20131118    ,0.46
20131119   ,-0.20
20131120   ,-0.22
20131121    ,0.02
20131122    ,0.00
20131125   ,-0.34
20131126    ,0.50
20131127   ,-0.43
20131128    ,0.68
20131129   ,-0.38
20131202    ,0.43
20131203    ,0.12
20131204   ,-0.25
20131205    ,0.01
20131206   ,-0.39
20131209    ,0.50
20131210   ,-0.36
20131211    ,0.12
20131212   ,-0.01
20131213    ,0.07
20131216   ,-1.10
20131217    ,0.23
20131218    ,0.03
20131219    ,0.33
20131220   ,-0.03
20131223    ,0.00
20131224   ,-0.39
20131225    ,1.05
20131226    ,1.00
20131227    ,0.20
20131230    ,0.01
20131231    ,0.00
20140101    ,0.00
20140102    ,0.00
20140103    ,0.00
20140106   ,-0.12
20140107    ,0.01
20140108    ,0.47
20140109   ,-0.16
20140110    ,0.43
20140113    ,0.00
20140114   ,-0.66
20140115    ,0.13
20140116   ,-0.78
20140117    ,0.16
20140120   ,-0.43
20140121   ,-0.08
20140122    ,0.45
20140123    ,0.03
20140124   ,-0.22
20140127   ,-0.97
20140128    ,0.24
20140129    ,0.76
20140130   ,-0.97
20140131   ,-0.91
20140203   ,-2.17
20140204   ,-1.79
20140205    ,0.85
20140206    ,1.29
20140207   ,-0.19
20140210    ,1.18
20140211    ,0.00
20140212    ,0.03
20140213   ,-1.14
20140214   ,-0.62
20140217   ,-0.37
20140218    ,0.65
20140219   ,-0.48
20140220   ,-0.62
20140221    ,0.54
20140224    ,0.68
20140225    ,0.46
20140226   ,-0.26
20140227   ,-0.10
20140228   ,-0.18
20140303   ,-0.88
20140304    ,0.17
20140305    ,0.27
20140306    ,0.48
20140307   ,-0.09
20140310    ,0.53
20140311   ,-0.29
20140312   ,-0.39
20140313   ,-0.18
20140314   ,-0.85
20140317   ,-0.27
20140318    ,0.60
20140319   ,-0.73
20140320   ,-0.73
20140321   ,-0.01
20140324   ,-0.32
20140325   ,-1.03
20140326    ,0.41
20140327   ,-0.22
20140328   ,-0.63
20140331    ,0.30
20140401    ,0.76
20140402    ,0.16
20140403   ,-0.24
20140404   ,-0.60
20140407   ,-0.33
20140408   ,-0.59
20140409   ,-0.04
20140410   ,-0.35
20140411   ,-0.42
20140414   ,-0.16
20140415    ,0.19
20140416    ,0.56
20140417   ,-0.02
20140418    ,0.54
20140421    ,0.03
20140422   ,-0.25
20140423    ,0.20
20140424   ,-0.04
20140425    ,0.25
20140428   ,-0.48
20140429    ,0.00
20140430   ,-0.17
20140501    ,0.45
20140502    ,0.03
20140505    ,0.00
20140506    ,0.00
20140507   ,-0.23
20140508   ,-0.44
20140509   ,-0.13
20140512   ,-0.55
20140513   ,-0.59
20140514   ,-0.01
20140515    ,0.12
20140516   ,-0.03
20140519   ,-0.52
20140520    ,0.24
20140521    ,0.82
20140522    ,0.27
20140523    ,0.25
20140526    ,0.21
20140527   ,-0.19
20140528    ,0.69
20140529    ,0.03
20140530   ,-0.38
20140602    ,0.12
20140603    ,0.43
20140604    ,0.31
20140605   ,-0.03
20140606   ,-0.11
20140609   ,-0.19
20140610    ,0.10
20140611   ,-0.03
20140612   ,-0.20
20140613    ,0.27
20140616   ,-0.28
20140617    ,0.03
20140618    ,0.24
20140619   ,-0.49
20140620    ,0.03
20140623   ,-0.13
20140624    ,0.12
20140625    ,0.10
20140626    ,0.09
20140627   ,-0.19
20140630    ,0.27
20140701    ,0.23
20140702   ,-0.02
20140703    ,0.29
20140704    ,0.03
20140707   ,-0.16
20140708    ,0.91
20140709    ,0.02
20140710   ,-0.02
20140711    ,0.52
20140714    ,0.02
20140715    ,0.04
20140716    ,0.07
20140717    ,0.31
20140718    ,0.02
20140721    ,0.00
20140722    ,0.64
20140723    ,0.13
20140724   ,-0.22
20140725    ,0.48
20140728   ,-0.17
20140729    ,0.37
20140730    ,0.28
20140731    ,0.00
20140801    ,0.54
20140804    ,0.55
20140805   ,-0.65
20140806    ,0.03
20140807    ,0.07
20140808   ,-0.28
20140811    ,0.51
20140812   ,-0.05
20140813   ,-0.16
20140814    ,0.39
20140815   ,-0.04
20140818    ,0.56
20140819   ,-0.05
20140820   ,-0.10
20140821    ,0.00
20140822   ,-0.26
20140825    ,0.44
20140826    ,0.27
20140827    ,0.01
20140828    ,0.10
20140829   ,-0.07
20140901    ,0.04
20140902   ,-0.44
20140903    ,0.17
20140904   ,-0.25
20140905   ,-0.08
20140908   ,-0.07
20140909   ,-0.34
20140910   ,-0.14
20140911   ,-0.39
20140912    ,0.04
20140915    ,0.00
20140916    ,0.37
20140917    ,0.35
20140918   ,-0.30
20140919   ,-0.05
20140922    ,0.16
20140923    ,0.00
20140924    ,0.47
20140925    ,0.13
20140926    ,0.54
20140929    ,0.35
20140930    ,0.04
20141001   ,-0.37
20141002   ,-0.13
20141003    ,0.36
20141006    ,0.41
20141007    ,0.21
20141008    ,0.24
20141009   ,-0.80
20141010   ,-0.24
20141013    ,0.00
20141014   ,-0.09
20141015    ,0.44
20141016    ,0.34
20141017   ,-0.24
20141020    ,0.80
20141021   ,-0.16
20141022    ,0.53
20141023    ,0.10
20141024   ,-0.03
20141027    ,0.08
20141028   ,-0.23
20141029   ,-0.35
20141030   ,-0.12
20141031   ,-0.74
20141103    ,0.00
20141104   ,-0.95
20141105    ,0.25
20141106    ,0.61
20141107   ,-0.28
20141110   ,-0.72
20141111    ,0.15
20141112   ,-0.84
20141113   ,-0.40
20141114   ,-0.44
20141117    ,0.02
20141118    ,0.42
20141119    ,0.01
20141120    ,0.30
20141121   ,-0.51
20141124    ,0.00
20141125   ,-0.26
20141126   ,-0.03
20141127    ,0.42
20141128    ,0.32
20141201    ,0.14
20141202    ,0.12
20141203   ,-0.43
20141204    ,0.09
20141205    ,0.03
20141208   ,-0.02
20141209   ,-0.27
20141210    ,0.02
20141211    ,0.56
20141212    ,0.54
20141215    ,0.13
20141216    ,0.19
20141217   ,-0.40
20141218    ,0.29
20141219   ,-0.15
20141222   ,-0.61
20141223    ,0.00
20141224    ,0.77
20141225    ,0.53
20141226   ,-0.11
20141229    ,0.16
20141230   ,-0.48
20141231    ,0.00
20150101    ,0.00
20150102    ,0.00
20150105   ,-0.17
20150106   ,-0.11
20150107    ,0.52
20150108    ,0.44
20150109    ,0.04
20150112    ,0.00
20150113    ,0.39
20150114    ,0.38
20150115    ,0.70
20150116   ,-0.13
20150119    ,0.06
20150120    ,0.02
20150121    ,0.36
20150122   ,-0.48
20150123   ,-0.22
20150126    ,0.51
20150127    ,0.38
20150128    ,0.27
20150129    ,0.58
20150130    ,0.37
20150202   ,-0.34
20150203   ,-1.30
20150204   ,-0.58
20150205   ,-0.69
20150206   ,-0.70
20150209   ,-0.13
20150210   ,-0.27
20150211    ,0.00
20150212    ,0.70
20150213   ,-0.62
20150216   ,-1.09
20150217    ,0.34
20150218    ,0.65
20150219   ,-0.07
20150220    ,0.29
20150223    ,0.46
20150224   ,-0.17
20150225   ,-0.31
20150226   ,-0.17
20150227    ,0.11
20150302   ,-0.02
20150303    ,0.48
20150304   ,-0.20
20150305    ,0.01
20150306    ,0.17
20150309    ,0.14
20150310    ,0.00
20150311    ,0.19
20150312    ,0.30
20150313   ,-0.33
20150316   ,-0.25
20150317    ,0.48
20150318    ,0.06
20150319   ,-0.26
20150320   ,-0.21
20150323   ,-0.08
20150324   ,-0.21
20150325   ,-0.07
20150326   ,-0.45
20150327    ,0.45
20150330    ,0.38
20150331    ,0.04
20150401   ,-0.21
20150402    ,0.24
20150403    ,0.41
20150406    ,0.34
20150407   ,-0.51
20150408    ,0.22
20150409    ,0.30
20150410   ,-0.01
20150413   ,-0.54
20150414   ,-0.19
20150415    ,0.02
20150416   ,-1.16
20150417   ,-1.20
20150420    ,0.40
20150421    ,0.86
20150422   ,-0.54
20150423   ,-0.56
20150424   ,-0.09
20150427   ,-0.11
20150428    ,0.22
20150429    ,0.00
20150430   ,-0.55
20150501   ,-0.04
20150504    ,0.00
20150505    ,0.00
20150506    ,0.00
20150507   ,-0.57
20150508   ,-0.05
20150511    ,0.03
20150512    ,0.06
20150513   ,-0.14
20150514   ,-0.15
20150515    ,0.86
20150518   ,-0.35
20150519    ,0.26
20150520    ,0.00
20150521   ,-0.14
20150522   ,-0.17
20150525   ,-0.05
20150526   ,-0.10
20150527   ,-0.02
20150528    ,0.13
20150529   ,-0.31
20150601    ,0.05
20150602    ,0.35
20150603   ,-0.36
20150604    ,0.02
20150605   ,-0.06
20150608   ,-0.21
20150609   ,-0.23
20150610    ,0.11
20150611    ,0.62
20150612    ,0.35
20150615    ,0.08
20150616    ,0.06
20150617    ,0.27
20150618    ,0.17
20150619    ,0.23
20150622    ,0.11
20150623    ,0.17
20150624    ,0.07
20150625    ,0.12
20150626    ,0.42
20150629   ,-0.41
20150630    ,0.35
20150701    ,1.07
20150702   ,-0.15
20150703   ,-0.28
20150706   ,-0.53
20150707    ,0.44
20150708   ,-0.76
20150709    ,0.45
20150710   ,-0.69
20150713    ,0.82
20150714    ,0.13
20150715   ,-0.01
20150716    ,1.00
20150717    ,0.07
20150720    ,0.00
20150721    ,0.76
20150722   ,-0.45
20150723    ,0.71
20150724   ,-0.05
20150727   ,-1.08
20150728    ,0.16
20150729    ,0.35
20150730   ,-0.75
20150731   ,-0.42
20150803    ,0.60
20150804    ,0.40
20150805   ,-0.65
20150806   ,-0.46
20150807   ,-0.33
20150810    ,0.57
20150811   ,-0.64
20150812   ,-0.71
20150813    ,0.06
20150814    ,0.60
20150817    ,0.63
20150818   ,-0.31
20150819   ,-0.75
20150820   ,-0.31
20150821   ,-0.67
20150824   ,-1.42
20150825    ,0.67
20150826    ,1.33
20150827    ,1.16
20150828   ,-0.80
20150831    ,0.53
20150901   ,-1.43
20150902    ,0.73
20150903    ,0.67
20150904   ,-0.67
20150907   ,-0.81
20150908   ,-2.44
20150909    ,1.61
20150910   ,-0.39
20150911    ,1.45
20150914   ,-0.39
20150915   ,-0.14
20150916   ,-1.51
20150917    ,0.33
20150918    ,0.33
20150921    ,0.00
20150922    ,0.00
20150923    ,0.00
20150924    ,1.40
20150925    ,0.39
20150928    ,0.51
20150929    ,0.03
20150930    ,0.93
20151001   ,-0.21
20151002    ,0.37
20151005   ,-0.27
20151006   ,-0.15
20151007   ,-1.82
20151008   ,-1.76
20151009   ,-0.68
20151012    ,0.00
20151013    ,0.94
20151014    ,0.23
20151015    ,0.72
20151016   ,-0.55
20151019    ,0.95
20151020   ,-0.14
20151021   ,-0.70
20151022   ,-0.18
20151023   ,-0.49
20151026   ,-0.18
20151027    ,0.56
20151028    ,0.41
20151029   ,-0.64
20151030    ,0.68
20151102    ,0.26
20151103    ,0.00
20151104   ,-0.55
20151105    ,0.15
20151106    ,0.11
20151109    ,0.05
20151110   ,-0.27
20151111    ,0.86
20151112   ,-0.01
20151113    ,0.42
20151116    ,0.08
20151117   ,-0.14
20151118   ,-0.23
20151119    ,0.20
20151120    ,0.21
20151123    ,0.01
20151124    ,0.43
20151125   ,-0.27
20151126    ,0.34
20151127   ,-0.45
20151130   ,-0.35
20151201    ,0.02
20151202    ,0.25
20151203   ,-0.10
20151204   ,-0.21
20151207    ,0.22
20151208    ,0.21
20151209   ,-0.40
20151210   ,-0.16
20151211   ,-0.28
20151214    ,0.94
20151215    ,0.08
20151216    ,0.40
20151217    ,0.83
20151218    ,0.15
20151221    ,0.23
20151222    ,0.39
20151223    ,0.00
20151224   ,-0.91
20151225    ,1.17
20151228   ,-1.35
20151229    ,0.57
20151230    ,0.38
20151231    ,0.00
20160101    ,0.00
20160104   ,-0.70
20160105   ,-0.16
20160106    ,0.66
20160107    ,0.59
20160108   ,-0.27
20160111    ,0.00
20160112   ,-0.32
20160113    ,0.19
20160114   ,-0.36
20160115    ,0.23
20160118    ,0.14
20160119   ,-0.67
20160120    ,0.06
20160121   ,-0.02
20160122    ,0.36
20160125    ,0.99
20160126    ,0.56
20160127   ,-0.49
20160128    ,0.93
20160129    ,0.13
20160201    ,1.25
20160202    ,1.16
20160203    ,1.47
20160204   ,-1.65
20160205   ,-0.05
20160208    ,0.77
20160209    ,0.71
20160210   ,-0.67
20160211    ,0.00
20160212    ,0.16
20160215   ,-0.87
20160216   ,-2.05
20160217    ,0.37
20160218   ,-1.13
20160219    ,0.87
20160222    ,1.17
20160223   ,-0.88
20160224    ,0.52
20160225    ,0.52
20160226    ,0.23
20160229    ,0.32
20160301    ,0.52
20160302   ,-1.12
20160303   ,-1.77
20160304   ,-1.56
20160307   ,-0.70
20160308    ,0.31
20160309    ,1.31
20160310   ,-0.19
20160311   ,-0.57
20160314   ,-1.09
20160315    ,0.67
20160316    ,1.14
20160317   ,-0.02
20160318   ,-0.02
20160321    ,0.00
20160322    ,0.22
20160323    ,0.62
20160324    ,2.19
20160325   ,-1.09
20160328    ,0.36
20160329   ,-0.25
20160330    ,1.45
20160331   ,-1.47
20160401    ,1.01
20160404    ,1.07
20160405    ,0.63
20160406    ,0.14
20160407    ,0.86
20160408   ,-0.36
20160411    ,0.84
20160412   ,-2.46
20160413   ,-1.25
20160414   ,-0.96
20160415    ,0.65
20160418    ,1.03
20160419   ,-1.49
20160420    ,0.04
20160421   ,-0.79
20160422   ,-1.70
20160425   ,-1.39
20160426    ,0.96
20160427    ,0.36
20160428    ,1.85
20160429    ,0.00
20160502    ,2.11
20160503    ,0.00
20160504    ,0.00
20160505    ,0.00
20160506    ,0.94
20160509    ,0.36
20160510   ,-0.20
20160511    ,0.27
20160512   ,-0.13
20160513    ,1.35
20160516   ,-0.78
20160517   ,-0.78
20160518   ,-1.32
20160519    ,0.69
20160520   ,-0.17
20160523    ,0.00
20160524    ,0.82
20160525   ,-0.98
20160526   ,-0.38
20160527   ,-0.30
20160530   ,-0.18
20160531   ,-0.77
20160601   ,-0.28
20160602    ,1.27
20160603    ,1.03
20160606    ,0.82
20160607   ,-0.72
20160608    ,0.33
20160609    ,1.06
20160610    ,0.16
20160613    ,0.66
20160614   ,-0.31
